4086	0	0
4087	1	0
0	2	4088
0	3	4089
0	4	4090
0	4	4091
0	5	4092
0	5	4093
0	5	4094
0	5	4095
0	5	4096
4097	0	1
4098	1	1
1	2	4099
1	4	4100
1	4	4101
1	5	4102
1	5	4103
1	5	4104
4105	0	2
4106	1	2
2	2	4107
2	3	4108
2	4	4109
2	5	4110
2	5	4092
2	5	4111
2	5	4112
2	5	4113
4114	0	3
4115	1	3
3	2	4099
3	4	4100
3	4	4101
3	4	4090
3	4	4091
3	5	4116
3	5	4117
3	5	4118
3	5	4093
4119	0	4
4120	1	4
4	2	4121
4	4	4100
4	4	4122
4	4	4101
4	4	4123
4	5	4124
4	5	4125
4	5	4126
4	5	4127
4	5	4128
4129	0	5
4130	1	5
5	2	4131
5	4	4100
5	4	4122
5	5	4132
5	5	4133
5	5	4125
5	5	4134
4135	0	6
4136	1	6
6	2	4137
6	4	4100
6	4	4109
6	4	4091
6	5	4110
6	5	4111
6	5	4093
6	5	4138
4139	0	7
4140	1	7
7	2	4131
7	4	4100
7	4	4122
7	4	4141
7	5	4125
7	5	4126
7	5	4142
7	5	4118
7	5	4143
4144	0	8
4145	1	8
8	2	4137
8	3	4146
8	4	4122
8	4	4101
8	4	4091
8	5	4125
8	5	4092
8	5	4147
8	5	4148
4149	0	9
4150	1	9
9	2	4088
9	3	4151
9	4	4100
9	4	4109
9	4	4101
9	4	4152
9	4	4153
9	5	4128
9	5	4154
9	5	4155
9	5	4110
4156	0	10
4145	1	10
10	2	4157
10	3	4146
10	4	4122
10	4	4101
10	4	4091
10	5	4125
10	5	4126
10	5	4093
10	5	4158
4159	0	11
4160	1	11
11	2	4137
11	4	4100
11	4	4141
11	5	4118
11	5	4126
11	5	4143
11	5	4161
11	5	4142
11	5	4128
4105	0	12
4106	1	12
12	2	4162
12	3	4108
12	4	4109
12	5	4110
12	5	4092
12	5	4112
12	5	4113
12	5	4163
4164	0	13
4165	1	13
13	2	4137
13	4	4100
13	4	4141
13	4	4101
13	4	4091
13	5	4158
13	5	4118
13	5	4148
13	5	4093
13	5	4126
4166	0	14
4167	1	14
14	2	4168
14	3	4169
14	4	4123
14	5	4124
14	5	4170
14	5	4171
14	5	4172
4173	0	15
4174	1	15
15	2	4099
15	4	4100
15	5	4118
15	5	4175
15	5	4142
15	5	4176
15	5	4177
4105	0	16
4178	1	16
16	2	4107
16	3	4179
16	4	4109
16	4	4141
16	5	4110
16	5	4126
16	5	4092
16	5	4180
4181	0	17
4182	1	17
17	2	4157
17	4	4100
17	4	4122
17	4	4141
17	4	4101
17	5	4126
17	5	4118
17	5	4183
17	5	4128
4184	0	18
4185	1	18
18	2	4186
18	4	4100
18	4	4109
18	4	4101
18	4	4152
18	4	4091
18	4	4141
18	5	4187
18	5	4188
18	5	4126
18	5	4118
4189	0	19
4190	1	19
19	2	4191
19	4	4100
19	4	4122
19	4	4109
19	4	4141
19	4	4101
19	4	4192
19	4	4091
19	4	4193
19	5	4194
19	5	4125
19	5	4118
19	5	4158
4195	0	20
4196	1	20
20	2	4186
20	4	4109
20	4	4090
20	5	4197
20	5	4155
20	5	4198
20	5	4095
4199	0	21
4200	1	21
21	2	4088
21	4	4100
21	4	4141
21	5	4126
21	5	4118
21	5	4143
21	5	4142
21	5	4112
4201	0	22
4167	1	22
22	2	4202
22	3	4169
22	4	4091
22	5	4170
22	5	4124
22	5	4093
22	5	4203
4204	0	23
4205	1	23
23	2	4099
23	4	4100
23	4	4122
23	4	4109
23	4	4101
23	4	4141
23	5	4158
23	5	4112
23	5	4180
4206	0	24
4207	1	24
24	2	4186
24	4	4109
24	4	4141
24	4	4090
24	5	4126
24	5	4094
24	5	4110
24	5	4118
4208	0	25
4209	1	25
25	2	4157
25	4	4109
25	4	4101
25	5	4210
25	5	4126
25	5	4211
25	5	4128
25	5	4110
4212	0	26
4167	1	26
26	2	4162
26	3	4169
26	4	4123
26	5	4134
26	5	4170
26	5	4124
26	5	4112
4213	0	27
4214	1	27
27	2	4099
27	4	4090
27	4	4091
27	4	4141
27	5	4215
27	5	4180
27	5	4093
4216	0	28
4217	1	28
28	2	4157
28	4	4122
28	5	4125
28	5	4218
28	5	4126
28	5	4219
4220	0	29
4221	1	29
29	2	4186
29	4	4100
29	4	4122
29	4	4109
29	4	4141
29	4	4101
29	4	4091
29	5	4180
29	5	4222
29	5	4223
4224	0	30
4225	1	30
30	2	4186
30	4	4100
30	4	4122
30	5	4118
30	5	4125
30	5	4218
30	5	4143
30	5	4142
30	5	4226
4227	0	31
4228	1	31
31	2	4088
31	4	4100
31	4	4122
31	4	4141
31	5	4126
31	5	4118
31	5	4125
31	5	4143
4229	0	32
4230	1	32
32	2	4157
32	3	4231
32	4	4100
32	4	4141
32	4	4101
32	4	4091
32	5	4126
32	5	4093
32	5	4232
32	5	4183
4233	0	33
4234	1	33
33	2	4191
33	3	4235
33	4	4122
33	4	4109
33	4	4141
33	4	4101
33	5	4126
33	5	4236
33	5	4197
33	5	4237
4238	0	34
4239	1	34
34	2	4186
34	4	4100
34	4	4192
34	4	4141
34	5	4142
34	5	4240
34	5	4126
34	5	4241
34	5	4175
4242	0	35
4243	1	35
35	2	4088
35	3	4244
35	4	4100
35	4	4141
35	5	4245
35	5	4246
35	5	4247
35	5	4142
4248	0	36
4249	1	36
36	2	4186
36	4	4109
36	5	4093
36	5	4250
36	5	4251
36	5	4252
36	5	4110
4253	0	37
4254	1	37
37	2	4088
37	4	4109
37	4	4101
37	4	4141
37	5	4255
37	5	4226
37	5	4183
37	5	4126
4256	0	38
4257	1	38
38	2	4088
38	4	4100
38	4	4141
38	4	4123
38	5	4126
38	5	4118
38	5	4124
38	5	4211
38	5	4210
4135	0	39
4136	1	39
39	2	4157
39	3	4258
39	4	4100
39	4	4091
39	5	4093
39	5	4118
39	5	4138
39	5	4126
4135	0	40
4136	1	40
40	2	4121
40	3	4259
40	4	4100
40	4	4141
40	4	4091
40	5	4126
40	5	4093
40	5	4118
40	5	4138
4260	0	41
4261	1	41
41	2	4121
41	4	4100
41	4	4101
41	4	4192
41	4	4141
41	5	4262
41	5	4263
41	5	4175
41	5	4210
4264	0	42
4265	1	42
42	2	4088
42	4	4109
42	4	4091
42	5	4266
42	5	4110
42	5	4093
42	5	4232
4267	0	43
4268	1	43
43	2	4186
43	4	4100
43	4	4122
43	4	4109
43	4	4141
43	4	4101
43	5	4103
43	5	4118
43	5	4262
43	5	4269
4270	0	44
4271	1	44
44	2	4191
44	4	4109
44	4	4090
44	4	4141
44	5	4215
44	5	4126
44	5	4094
44	5	4272
4273	0	45
4274	1	45
45	2	4191
45	4	4109
45	4	4141
45	4	4090
45	5	4180
45	5	4223
45	5	4222
4275	0	46
4276	1	46
46	2	4277
46	4	4109
46	4	4101
46	4	4091
46	4	4193
46	5	4194
46	5	4278
46	5	4279
4280	0	47
4281	1	47
47	2	4137
47	4	4100
47	4	4141
47	4	4101
47	5	4126
47	5	4118
47	5	4128
47	5	4142
47	5	4282
4283	0	48
4284	1	48
48	2	4088
48	4	4100
48	4	4141
48	5	4126
48	5	4285
48	5	4232
48	5	4148
4286	0	49
4287	1	49
49	2	4288
49	4	4100
49	4	4109
49	4	4141
49	4	4101
49	5	4126
49	5	4163
49	5	4175
49	5	4232
49	5	4118
4289	0	50
4290	1	50
50	2	4291
50	4	4100
50	4	4122
50	4	4101
50	4	4141
50	5	4158
50	5	4126
50	5	4232
50	5	4177
4292	0	51
4293	1	51
51	2	4186
51	4	4109
51	4	4141
51	4	4101
51	4	4090
51	4	4091
51	5	4232
51	5	4294
51	5	4126
51	5	4219
4295	0	52
4296	1	52
52	2	4137
52	4	4109
52	4	4101
52	4	4090
52	4	4091
52	5	4093
52	5	4094
52	5	4110
52	5	4297
52	5	4128
52	5	4163
4298	0	53
4299	1	53
53	2	4191
53	3	4300
53	4	4100
53	4	4122
53	4	4101
53	4	4123
53	4	4090
53	5	4094
53	5	4125
53	5	4124
53	5	4118
53	5	4301
4302	0	54
4303	1	54
54	2	4304
54	4	4100
54	4	4122
54	4	4192
54	4	4123
54	4	4141
54	5	4126
54	5	4124
54	5	4305
4306	0	55
4307	1	55
55	2	4277
55	4	4100
55	4	4122
55	4	4109
55	4	4101
55	4	4090
55	4	4141
55	5	4180
55	5	4222
55	5	4223
4308	0	56
4309	1	56
56	2	4191
56	4	4100
56	4	4141
56	4	4101
56	5	4310
56	5	4311
56	5	4312
56	5	4128
4313	0	57
4314	1	57
57	2	4099
57	4	4100
57	4	4122
57	4	4141
57	5	4126
57	5	4125
57	5	4118
57	5	4092
4315	0	58
4316	1	58
58	2	4107
58	4	4100
58	4	4141
58	4	4101
58	5	4126
58	5	4118
58	5	4128
58	5	4142
58	5	4232
4317	0	59
4318	1	59
59	2	4186
59	4	4100
59	4	4109
59	4	4101
59	4	4090
59	4	4141
59	5	4126
59	5	4096
59	5	4142
59	5	4319
59	5	4095
4317	0	60
4318	1	60
60	2	4186
60	4	4100
60	4	4109
60	4	4101
60	4	4090
60	4	4141
60	5	4126
60	5	4319
60	5	4095
60	5	4177
4320	0	61
4321	1	61
61	2	4186
61	4	4322
61	4	4323
61	4	4324
61	4	4325
61	4	4326
61	4	4327
61	4	4328
61	5	4329
61	5	4330
61	5	4331
4332	0	62
4333	1	62
62	2	4157
62	4	4100
62	4	4122
62	4	4141
62	4	4101
62	5	4126
62	5	4092
62	5	4334
4335	0	63
4336	1	63
63	2	4088
63	4	4100
63	4	4141
63	5	4126
63	5	4118
63	5	4143
63	5	4112
63	5	4142
4224	0	64
4225	1	64
64	2	4099
64	4	4100
64	4	4122
64	5	4118
64	5	4125
64	5	4142
64	5	4175
4224	0	65
4225	1	65
65	2	4099
65	4	4100
65	4	4122
65	5	4142
65	5	4175
65	5	4337
4338	0	66
4339	1	66
66	2	4304
66	4	4100
66	4	4122
66	4	4141
66	5	4126
66	5	4118
66	5	4125
66	5	4210
66	5	4143
4340	0	67
4341	1	67
67	2	4186
67	4	4100
67	5	4175
67	5	4142
67	5	4176
67	5	4177
67	5	4342
4343	0	68
4344	1	68
68	2	4291
68	3	4345
68	4	4100
68	4	4122
68	4	4141
68	5	4125
68	5	4126
68	5	4118
68	5	4210
68	5	4143
4346	0	69
4347	1	69
69	2	4099
69	4	4109
69	4	4141
69	5	4092
69	5	4348
69	5	4110
69	5	4163
69	5	4197
4156	0	70
4145	1	70
70	2	4157
70	3	4349
70	4	4122
70	4	4101
70	4	4091
70	5	4350
70	5	4158
70	5	4351
70	5	4352
4156	0	71
4145	1	71
71	2	4157
71	3	4146
71	4	4122
71	4	4101
71	4	4091
71	5	4158
71	5	4351
71	5	4147
71	5	4352
4156	0	72
4145	1	72
72	2	4157
72	3	4349
72	4	4122
72	4	4101
72	4	4091
72	5	4125
72	5	4158
72	5	4126
72	5	4128
72	5	4093
4156	0	73
4145	1	73
73	2	4157
73	3	4349
73	4	4122
73	4	4101
73	4	4091
73	5	4158
73	5	4147
73	5	4319
73	5	4352
4353	0	74
4354	1	74
74	2	4186
74	4	4101
74	5	4301
74	5	4355
74	5	4158
74	5	4356
74	5	4357
4358	0	75
4359	1	75
75	2	4157
75	4	4109
75	4	4101
75	4	4090
75	5	4360
75	5	4255
75	5	4361
75	5	4362
4363	0	76
4364	1	76
76	2	4365
76	3	4366
76	4	4100
76	4	4141
76	4	4101
76	5	4126
76	5	4116
76	5	4219
76	5	4118
4367	0	77
4368	1	77
77	2	4191
77	3	4369
77	4	4100
77	4	4122
77	4	4141
77	4	4101
77	5	4370
77	5	4103
77	5	4133
77	5	4371
4372	0	78
4373	1	78
78	2	4157
78	4	4109
78	4	4141
78	4	4101
78	5	4126
78	5	4128
78	5	4110
78	5	4183
4374	0	79
4375	1	79
79	2	4099
79	4	4101
79	4	4123
79	4	4141
79	4	4193
79	5	4194
79	5	4095
79	5	4376
79	5	4377
4378	0	80
4145	1	80
80	2	4137
80	4	4100
80	4	4109
80	4	4101
80	4	4090
80	5	4319
80	5	4094
80	5	4177
80	5	4219
4379	0	81
4380	1	81
81	2	4121
81	4	4141
81	4	4091
81	5	4126
81	5	4093
81	5	4251
81	5	4232
81	5	4143
4381	0	82
4382	1	82
82	2	4099
82	3	4383
82	4	4100
82	4	4122
82	4	4109
82	4	4101
82	4	4090
82	4	4091
82	4	4141
82	5	4095
82	5	4110
82	5	4370
82	5	4094
4384	0	83
4385	1	83
83	2	4137
83	3	4386
83	4	4100
83	4	4122
83	5	4118
83	5	4125
83	5	4112
83	5	4175
83	5	4143
4387	0	84
4388	1	84
84	2	4291
84	4	4100
84	4	4109
84	4	4141
84	4	4101
84	4	4090
84	5	4126
84	5	4219
84	5	4128
84	5	4389
4390	0	85
4391	1	85
85	2	4137
85	4	4141
85	4	4101
85	4	4193
85	5	4392
85	5	4311
85	5	4393
4394	0	86
4395	1	86
86	2	4162
86	4	4100
86	4	4123
86	4	4141
86	5	4126
86	5	4118
86	5	4232
86	5	4143
86	5	4142
4396	0	87
4397	1	87
87	2	4157
87	4	4141
87	4	4101
87	5	4126
87	5	4398
87	5	4399
87	5	4102
4400	0	88
4401	1	88
88	2	4121
88	4	4100
88	4	4141
88	5	4126
88	5	4142
88	5	4232
88	5	4118
4402	0	89
4403	1	89
89	2	4277
